title,domain,subdomain,mentor,duration,price,url
Modern Art & Ideas,Arts,Arts Ideas,Coursera,1-4 Weeks,Free,https://www.coursera.org
Fashion as Design,Arts,Arts Design,Coursera,1-3 Months,Free,https://www.coursera.org
Fundamentals of Graphic Design,Arts,Arts Design,Coursera,1-3 Months,Free,https://www.coursera.org
Art & Activity: Interactive Strategies for Engaging with Art,Arts,Arts Art,Coursera,1-4 Weeks,Free,https://www.coursera.org
The Arts and Science of Relationships: Understanding Human Needs,Arts,Arts Needs,Coursera,1-4 Weeks,Free,https://www.coursera.org
Historia del Arte: Del Arte Prehistórico al Renacimiento,Arts,Arts Renacimiento,Coursera,1-4 Weeks,Free,https://www.coursera.org
Arts and Culture Strategy,Arts,Arts Strategy,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Imagemaking,Arts,Arts Imagemaking,Coursera,1-4 Weeks,Free,https://www.coursera.org
The Cycle: Management of Successful Arts and Cultural Organizations,Arts,Arts Organizations,Coursera,1-3 Months,Free,https://www.coursera.org
Creative Writing: The Craft of Style,Arts,Arts Style,Coursera,1-3 Months,Free,https://www.coursera.org
Visualizing Women's Work: Using Art Media for Social Justice,Arts,Arts Justice,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Writing poetry and other creative writing, and promoting it",Arts,Arts it,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Teaching with Art: Using Inquiry, Activities, and Themes",Arts,Arts Themes,Coursera,1-3 Months,Free,https://www.coursera.org
UI / UX Design,Arts,Arts Design,Coursera,1-4 Weeks,Free,https://www.coursera.org
Game Design: Art and Concepts,Arts,Arts Concepts,Coursera,1-3 Months,Free,https://www.coursera.org
The Art of Music Production,Arts,Arts Production,Coursera,1-3 Months,Free,https://www.coursera.org
Leading Innovation in Arts and Culture,Arts,Arts Culture,Coursera,1-4 Weeks,Free,https://www.coursera.org
Artful Practices for Well-Being,Arts,Arts Well-Being,Coursera,1-3 Months,Free,https://www.coursera.org
Building Your Freelancing Career,Arts,Arts Career,Coursera,1-3 Months,Free,https://www.coursera.org
Concept Art for Video Games,Arts,Arts Games,Coursera,1-3 Months,Free,https://www.coursera.org
A complexidade sensível: Um paralelo entre videogames e arte,Arts,Arts arte,Coursera,1-4 Weeks,Free,https://www.coursera.org
AI for Creative Work,Arts,Arts Work,Coursera,1-4 Weeks,Free,https://www.coursera.org
In the Studio: Postwar Abstract Painting,Arts,Arts Painting,Coursera,1-4 Weeks,Free,https://www.coursera.org
Pixel Art for Video Games,Arts,Arts Games,Coursera,1-3 Months,Free,https://www.coursera.org
"Art of the MOOC: Art, Culture, and Society",Arts,Arts Society,Coursera,1-4 Weeks,Free,https://www.coursera.org
透过摄影看世界,Arts,Arts 透过摄影看世界,Coursera,1-3 Months,Free,https://www.coursera.org
What Is Contemporary Art?,Arts,Arts Art?,Coursera,1-3 Months,Free,https://www.coursera.org
The Art of Filmmaking: Composition and Moving Image,Arts,Arts Image,Coursera,1-3 Months,Free,https://www.coursera.org
Art & Ideas: Teaching with Themes,Arts,Arts Themes,Coursera,1-3 Months,Free,https://www.coursera.org
Low Poly Art For Video Games,Arts,Arts Games,Coursera,1-4 Weeks,Free,https://www.coursera.org
Psalms and the Arts,Arts,Arts Arts,Coursera,1-4 Weeks,Free,https://www.coursera.org
Arts and Heritage Management,Arts,Arts Management,Coursera,1-3 Months,Free,https://www.coursera.org
Sharpened Visions: A Poetry Workshop,Arts,Arts Workshop,Coursera,1-3 Months,Free,https://www.coursera.org
Art for Games,Arts,Arts Games,Coursera,1-3 Months,Free,https://www.coursera.org
Historia del Arte: Del Barroco al Arte Posmoderno,Arts,Arts Posmoderno,Coursera,1-3 Months,Free,https://www.coursera.org
Основы графического дизайна,Arts,Arts дизайна,Coursera,1-4 Weeks,Free,https://www.coursera.org
Reimagining Blackness and Architecture,Arts,Arts Architecture,Coursera,1-4 Weeks,Free,https://www.coursera.org
Fundamentos del Diseño Gráfico,Arts,Arts Gráfico,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Typography,Arts,Arts Typography,Coursera,1-3 Months,Free,https://www.coursera.org
The Blues: Understanding and Performing an American Art Form,Arts,Arts Form,Coursera,1-4 Weeks,Free,https://www.coursera.org
Music for Wellness,Arts,Arts Wellness,Coursera,1-4 Weeks,Free,https://www.coursera.org
Introduction to Game Design,Arts,Arts Design,Coursera,1-3 Months,Free,https://www.coursera.org
ART of the MOOC: Activismo y Movimientos Sociales,Arts,Arts Sociales,Coursera,1-4 Weeks,Free,https://www.coursera.org
Character Design for Video Games,Arts,Arts Games,Coursera,1-3 Months,Free,https://www.coursera.org
Introducción a la producción musical,Arts,Arts musical,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Philosophy,Arts,Arts Philosophy,Coursera,1-3 Months,Free,https://www.coursera.org
"The American South: Its Stories, Music, and Art",Arts,Arts Art,Coursera,1-3 Months,Free,https://www.coursera.org
Approaching Music Theory: Melodic Forms and Simple Harmony,Arts,Arts Harmony,Coursera,1-4 Weeks,Free,https://www.coursera.org
Accessibility to the Scenic Arts,Arts,Arts Arts,Coursera,1-4 Weeks,Free,https://www.coursera.org
Indigenous Canada,Arts,Arts Canada,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Red de sentidos: Arte, educación y procesos creativos",Arts,Arts creativos,Coursera,1-4 Weeks,Free,https://www.coursera.org
Grundlagen des Grafikdesigns,Arts,Arts Grafikdesigns,Coursera,1-4 Weeks,Free,https://www.coursera.org
Classics of Chinese Humanities: Guided Readings,Arts,Arts Readings,Coursera,1-3 Months,Free,https://www.coursera.org
Fashion Values: Society,Arts,Arts Society,Coursera,1-3 Months,Free,https://www.coursera.org
Fondamentaux de l’infographie,Arts,Arts l’infographie,Coursera,1-4 Weeks,Free,https://www.coursera.org
微影人的自我修养,Arts,Arts 微影人的自我修养,Coursera,1-4 Weeks,Free,https://www.coursera.org
Roman Art and Archaeology,Arts,Arts Archaeology,Coursera,1-3 Months,Free,https://www.coursera.org
Creative AI: Images and Media,Arts,Arts Media,Coursera,1-4 Weeks,Free,https://www.coursera.org
Story and Narrative Development for Video Games,Arts,Arts Games,Coursera,1-4 Weeks,Free,https://www.coursera.org
The Importance and Power of Music in our Society,Arts,Arts Society,Coursera,1-4 Weeks,Free,https://www.coursera.org
The Language of Design: Form and Meaning,Arts,Arts Meaning,Coursera,1-4 Weeks,Free,https://www.coursera.org
Introduzione alla Storia dell'Architettura Contemporanea,Arts,Arts Contemporanea,Coursera,1-3 Months,Free,https://www.coursera.org
Introducción al Arte Sonoro,Arts,Arts Sonoro,Coursera,1-4 Weeks,Free,https://www.coursera.org
Words Spun Out of Images: Visual and Literary Culture in Nineteenth Century Japan,Arts,Arts Japan,Coursera,1-4 Weeks,Free,https://www.coursera.org
编剧：像导演一样编剧,Arts,Arts 编剧：像导演一样编剧,Coursera,1-4 Weeks,Free,https://www.coursera.org
游戏产业概论,Arts,Arts 游戏产业概论,Coursera,1-4 Weeks,Free,https://www.coursera.org
Fashion Values: Nature,Arts,Arts Nature,Coursera,1-4 Weeks,Free,https://www.coursera.org
Visual Elements of User Interface Design,Arts,Arts Design,Coursera,1-4 Weeks,Free,https://www.coursera.org
Brand New Brand,Arts,Arts Brand,Coursera,1-4 Weeks,Free,https://www.coursera.org
Richard Schechner's Introduction to Performance Studies,Arts,Arts Studies,Coursera,1-4 Weeks,Free,https://www.coursera.org
Introduction to Creative AI,Arts,Arts AI,Coursera,1-3 Months,Free,https://www.coursera.org
Introducción a la producción de música,Arts,Arts música,Coursera,1-3 Months,Free,https://www.coursera.org
"Textual Elements of Design: Fonts, Typography, and Spacing",Arts,Arts Spacing,Coursera,1-3 Months,Free,https://www.coursera.org
The Art of Filmmaking: Sequence and Editing,Arts,Arts Editing,Coursera,1-4 Weeks,Free,https://www.coursera.org
UX Design Fundamentals,Arts,Arts Fundamentals,Coursera,1-3 Months,Free,https://www.coursera.org
Making Money as a Freelancer,Arts,Arts Freelancer,Coursera,1-3 Months,Free,https://www.coursera.org
Language Arts Confidence with Storybird,Arts,Arts Storybird,Coursera,1-3 Months,Free,https://www.coursera.org
Launching Your Freelancing Business,Arts,Arts Business,Coursera,1-3 Months,Free,https://www.coursera.org
ART of the MOOC: Arte Público y Pedagogía,Arts,Arts Pedagogía,Coursera,1-3 Months,Free,https://www.coursera.org
The Beauty of Kunqu Opera,Arts,Arts Opera,Coursera,1-3 Months,Free,https://www.coursera.org
Game Design Document: Define the Art & Concepts,Arts,Arts Concepts,Coursera,1-3 Months,Free,https://www.coursera.org
World Design for Video Games,Arts,Arts Games,Coursera,1-4 Weeks,Free,https://www.coursera.org
ART of the MOOC: Public Art and Pedagogy,Arts,Arts Pedagogy,Coursera,1-3 Months,Free,https://www.coursera.org
Art of the MOOC:  Experiments with Sound,Arts,Arts Sound,Coursera,1-4 Weeks,Free,https://www.coursera.org
Plan a Successful Freelancing Business,Arts,Arts Business,Coursera,1-4 Weeks,Free,https://www.coursera.org
Sexing the Canvas: Art and Gender,Arts,Arts Gender,Coursera,1-3 Months,Free,https://www.coursera.org
The Art of Filmmaking: Foundations of Time and Space,Arts,Arts Space,Coursera,1-3 Months,Free,https://www.coursera.org
Acting Skills for Business Communication and Leadership,Arts,Arts Leadership,Coursera,1-3 Months,Free,https://www.coursera.org
Web Design: Strategy and Information Architecture,Arts,Arts Architecture,Coursera,1-4 Weeks,Free,https://www.coursera.org
Building Your Freelancing Career Capstone,Arts,Arts Capstone,Coursera,1-4 Weeks,Free,https://www.coursera.org
ART of the MOOC: Activism and Social Movements,Arts,Arts Movements,Coursera,1-4 Weeks,Free,https://www.coursera.org
Ideas from the History of Graphic Design,Arts,Arts Design,Coursera,1-3 Months,Free,https://www.coursera.org
Web Design: Wireframes to Prototypes,Arts,Arts Prototypes,Coursera,1-4 Weeks,Free,https://www.coursera.org
Protect and Grow Your Freelancing Business,Arts,Arts Business,Coursera,1-4 Weeks,Free,https://www.coursera.org
AI Basics and Tools for Creativity,Arts,Arts Creativity,Coursera,1-4 Weeks,Free,https://www.coursera.org
剪辑：像编剧一样剪辑,Arts,Arts 剪辑：像编剧一样剪辑,Coursera,1-4 Weeks,Free,https://www.coursera.org
Using AI to Expand Creativity,Arts,Arts Creativity,Coursera,1-4 Weeks,Free,https://www.coursera.org
中國人文經典導讀,Arts,Arts 中國人文經典導讀,Coursera,1-3 Months,Free,https://www.coursera.org
导演思维：微影人的自我修养,Arts,Arts 导演思维：微影人的自我修养,Coursera,1-3 Months,Free,https://www.coursera.org
Storytelling y medios digitales,Arts,Arts digitales,Coursera,1-4 Weeks,Free,https://www.coursera.org
Art and the Digital Transformation,Arts,Arts Transformation,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Creative AI: Sound, Music and Interaction",Arts,Arts Interaction,Coursera,1-3 Months,Free,https://www.coursera.org
Developing Interpersonal Skills,Personal Development,Personal Development Skills,Coursera,1-3 Months,Free,https://www.coursera.org
Personal Development And Business Productivity - 2026,Personal Development,Personal Development 2026,Coursera,1-3 Months,Free,https://www.coursera.org
How to Series on Personal Development Topics,Personal Development,Personal Development Topics,Coursera,1-3 Months,Free,https://www.coursera.org
Reach Your Goals: 7 Personal Development Exercises,Personal Development,Personal Development Exercises,Coursera,1-3 Months,Free,https://www.coursera.org
Psychology of the Self,Personal Development,Personal Development Self,Coursera,1-4 Weeks,Free,https://www.coursera.org
Achieving Personal and Professional Success,Personal Development,Personal Development Success,Coursera,1-3 Months,Free,https://www.coursera.org
Resilience for Everyone,Personal Development,Personal Development Everyone,Coursera,1-4 Weeks,Free,https://www.coursera.org
The Neuroscience of Personal Excellence,Personal Development,Personal Development Excellence,Coursera,1-3 Months,Free,https://www.coursera.org
Writing and Editing: Word Choice and Word Order,Personal Development,Personal Development Order,Coursera,1-4 Weeks,Free,https://www.coursera.org
Theology for Personal Spiritual Growth,Personal Development,Personal Development Growth,Coursera,1-3 Months,Free,https://www.coursera.org
Thrive: Personal and Professional Growth,Personal Development,Personal Development Growth,Coursera,1-3 Months,Free,https://www.coursera.org
Lessons on Wisdom: Personal Leadership for Your Life,Personal Development,Personal Development Life,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Personal Productivity, Time Management and Prioritization",Personal Development,Personal Development Prioritization,Coursera,1-4 Weeks,Free,https://www.coursera.org
Self-Assessment,Personal Development,Personal Development Self-Assessment,Coursera,1-3 Months,Free,https://www.coursera.org
Personality Development: Analyze & Grow Effectively,Personal Development,Personal Development Effectively,Coursera,1-3 Months,Free,https://www.coursera.org
"Professional development: Improve yourself, always",Personal Development,Personal Development always,Coursera,1-3 Months,Free,https://www.coursera.org
Mindfulness: An Approach to Stress Reduction,Personal Development,Personal Development Reduction,Coursera,1-4 Weeks,Free,https://www.coursera.org
Analyze and Develop Core Personality Skills for Beginners,Personal Development,Personal Development Beginners,Coursera,1-4 Weeks,Free,https://www.coursera.org
Managing Debt,Personal Development,Personal Development Debt,Coursera,1-3 Months,Free,https://www.coursera.org
Personality Types at Work,Personal Development,Personal Development Work,Coursera,1-3 Months,Free,https://www.coursera.org
Support Individual Growth and Development,Personal Development,Personal Development Development,Coursera,1-3 Months,Free,https://www.coursera.org
فن رواية القصص | The Art of Storytelling,Personal Development,Personal Development Storytelling,Coursera,1-3 Months,Free,https://www.coursera.org
Networking,Personal Development,Personal Development Networking,Coursera,1-3 Months,Free,https://www.coursera.org
Individual Development Plan (IDP),Personal Development,Personal Development (IDP),Coursera,1-4 Weeks,Free,https://www.coursera.org
"Brilliant, Passionate You",Personal Development,Personal Development You,Coursera,1-4 Weeks,Free,https://www.coursera.org
مهارات إدارة التغيير الذاتي,Personal Development,Personal Development الذاتي,Coursera,1-4 Weeks,Free,https://www.coursera.org
Successful Career Development,Personal Development,Personal Development Development,Coursera,1-4 Weeks,Free,https://www.coursera.org
Storying the Self: Telling our Stories,Personal Development,Personal Development Stories,Coursera,1-3 Months,Free,https://www.coursera.org
Personal Skills,Personal Development,Personal Development Skills,Coursera,1-3 Months,Free,https://www.coursera.org
Suicide Prevention,Personal Development,Personal Development Prevention,Coursera,1-4 Weeks,Free,https://www.coursera.org
Personality Development: Analyze & Apply Growth,Personal Development,Personal Development Growth,Coursera,1-4 Weeks,Free,https://www.coursera.org
Learning How To Learn for Youth,Personal Development,Personal Development Youth,Coursera,1-4 Weeks,Free,https://www.coursera.org
How Self-Motivation Shapes Personal Success,Personal Development,Personal Development Success,Coursera,1-4 Weeks,Free,https://www.coursera.org
Life 101: Mental and Physical Self-Care,Personal Development,Personal Development Self-Care,Coursera,1-4 Weeks,Free,https://www.coursera.org
Personality Development & Self Growth,Personal Development,Personal Development Growth,Coursera,1-3 Months,Free,https://www.coursera.org
Leadership Foundations & Personal Development,Personal Development,Personal Development Development,Coursera,1-3 Months,Free,https://www.coursera.org
Growing your Influence,Personal Development,Personal Development Influence,Coursera,1-4 Weeks,Free,https://www.coursera.org
Workplace Culture for Everyone,Personal Development,Personal Development Everyone,Coursera,1-4 Weeks,Free,https://www.coursera.org
Collaboration For Everyone,Personal Development,Personal Development Everyone,Coursera,1-3 Months,Free,https://www.coursera.org
Leader of Learning Experiences,Personal Development,Personal Development Experiences,Coursera,1-4 Weeks,Free,https://www.coursera.org
Public Speaking and Presentations,Personal Development,Personal Development Presentations,Coursera,1-3 Months,Free,https://www.coursera.org
Career Discovery,Personal Development,Personal Development Discovery,Coursera,1-3 Months,Free,https://www.coursera.org
Accelerate: Professional Development with an Advanced Degree,Personal Development,Personal Development Degree,Coursera,1-3 Months,Free,https://www.coursera.org
Presentaciones de Alto Impacto con IA,Personal Development,Personal Development IA,Coursera,1-4 Weeks,Free,https://www.coursera.org
Creative Thinking,Personal Development,Personal Development Thinking,Coursera,1-3 Months,Free,https://www.coursera.org
学会如何学习：帮助你掌握复杂学科的强大智力工具（Learning How to Learn）,Personal Development,Personal Development Learn）,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Personal Journeys: Identity, Motivation, and Resilience",Personal Development,Personal Development Resilience,Coursera,1-4 Weeks,Free,https://www.coursera.org
Development Across the Lifespan,Personal Development,Personal Development Lifespan,Coursera,1-4 Weeks,Free,https://www.coursera.org
Research Design: Inquiry and Discovery,Personal Development,Personal Development Discovery,Coursera,1-4 Weeks,Free,https://www.coursera.org
التفكير الناقد | Critical Thinking,Personal Development,Personal Development Thinking,Coursera,1-3 Months,Free,https://www.coursera.org
Self-Care Essentials: Embrace & Nurture the Real You,Personal Development,Personal Development You,Coursera,1-4 Weeks,Free,https://www.coursera.org
الجداول والرسوم التوضيحية في مايكروسوفت إكسل,Personal Development,Personal Development إكسل,Coursera,1-4 Weeks,Free,https://www.coursera.org
Liderazgo efectivo y colaboración con inteligencia emocional,Personal Development,Personal Development emocional,Coursera,1-4 Weeks,Free,https://www.coursera.org
职场修炼：学习、创新、协作与自我实现,Personal Development,Personal Development 职场修炼：学习、创新、协作与自我实现,Coursera,1-4 Weeks,Free,https://www.coursera.org
مهارات تنشيط الذاكرة | Memory Enhancing Skills,Personal Development,Personal Development Skills,Coursera,1-4 Weeks,Free,https://www.coursera.org
البحث عن عمل في العصر الرقمي | Job Search in the Digital Age,Personal Development,Personal Development Age,Coursera,1-4 Weeks,Free,https://www.coursera.org
كيف توازن بين عملك وحياتك الشخصية,Personal Development,Personal Development الشخصية,Coursera,1-3 Months,Free,https://www.coursera.org
Ignite Your Everyday Creativity,Personal Development,Personal Development Creativity,Coursera,1-4 Weeks,Free,https://www.coursera.org
เรียนแบบนี้แต่แรก ก็เก่งไปนานแล้ว,Personal Development,Personal Development ก็เก่งไปนานแล้ว,Coursera,1-4 Weeks,Free,https://www.coursera.org
Pathways to Civic Engagement,Personal Development,Personal Development Engagement,Coursera,1-3 Months,Free,https://www.coursera.org
مهارات العرض والتقديم | Presentation Skills,Personal Development,Personal Development Skills,Coursera,1-4 Weeks,Free,https://www.coursera.org
Éxito Profesional,Personal Development,Personal Development Profesional,Coursera,1-3 Months,Free,https://www.coursera.org
مهارات التفكير الجانبي  | Lateral Thinking Skills,Personal Development,Personal Development Skills,Coursera,1-3 Months,Free,https://www.coursera.org
The Art and Science of Self Leadership,Personal Development,Personal Development Leadership,Coursera,1-3 Months,Free,https://www.coursera.org
إدارة ضغوط الحياة  | Stress Management,Personal Development,Personal Development Management,Coursera,1-4 Weeks,Free,https://www.coursera.org
GradCO: Professional Development Course,Personal Development,Personal Development Course,Coursera,1-3 Months,Free,https://www.coursera.org
Career Planning:  A Pathway to Employment,Personal Development,Personal Development Employment,Coursera,1-3 Months,Free,https://www.coursera.org
La recherche documentaire,Personal Development,Personal Development documentaire,Coursera,1-3 Months,Free,https://www.coursera.org
تطوير تميزك المهني والتدريب الذاتي,Personal Development,Personal Development الذاتي,Coursera,1-3 Months,Free,https://www.coursera.org
الخطابة الإقناعية: تحفيز الجماهير بالحجج المُقنِعة واللغة المؤثِّرة,Personal Development,Personal Development المؤثِّرة,Coursera,1-3 Months,Free,https://www.coursera.org
Szemléletváltás,Personal Development,Personal Development Szemléletváltás,Coursera,1-3 Months,Free,https://www.coursera.org
التميز في خدمة وإسعاد المتعاملين,Personal Development,Personal Development المتعاملين,Coursera,1-4 Weeks,Free,https://www.coursera.org
Parte 4: Construyendo Organizaciones Sólidas,Personal Development,Personal Development Sólidas,Coursera,1-4 Weeks,Free,https://www.coursera.org
التوازن بين القدرات والتوقعات في بناء الذات,Personal Development,Personal Development الذات,Coursera,1-4 Weeks,Free,https://www.coursera.org
إتقان فن الإنجاز | Mastering The Art of Achieving,Personal Development,Personal Development Achieving,Coursera,1-4 Weeks,Free,https://www.coursera.org
كيفية كتابة سيرة ذاتية (دورة تدريبية قائمة على مشروع),Personal Development,Personal Development مشروع),Coursera,1-3 Months,Free,https://www.coursera.org
Parte 1: Construyendo tu liderazgo,Personal Development,Personal Development liderazgo,Coursera,1-3 Months,Free,https://www.coursera.org
الطاقة الإيجابية | Positive Energy,Personal Development,Personal Development Energy,Coursera,1-4 Weeks,Free,https://www.coursera.org
创新思维,Personal Development,Personal Development 创新思维,Coursera,1-3 Months,Free,https://www.coursera.org
"Personality Development: Analyze, Apply & Transform",Personal Development,Personal Development Transform,Coursera,1-4 Weeks,Free,https://www.coursera.org
Storying the Self: How Stories Shape our Identities,Personal Development,Personal Development Identities,Coursera,1-4 Weeks,Free,https://www.coursera.org
Training and Learning Online,Personal Development,Personal Development Online,Coursera,1-3 Months,Free,https://www.coursera.org
موضوعات متقدمة في برنامج مايكروسوفت وورد,Personal Development,Personal Development وورد,Coursera,1-3 Months,Free,https://www.coursera.org
Habilidades gerenciales: Proyecto final,Personal Development,Personal Development final,Coursera,1-3 Months,Free,https://www.coursera.org
فن رواية قصة البيانات | The Art of Data Storytelling,Personal Development,Personal Development Storytelling,Coursera,1-3 Months,Free,https://www.coursera.org
快速学习,Personal Development,Personal Development 快速学习,Coursera,1-4 Weeks,Free,https://www.coursera.org
高效协作,Personal Development,Personal Development 高效协作,Coursera,1-4 Weeks,Free,https://www.coursera.org
Personal Leadership Development Planning and Leading High Performing Teams,Personal Development,Personal Development Teams,Coursera,1-4 Weeks,Free,https://www.coursera.org
Parte 5: Lidera tu Vida - Estrategias y Conciliación,Personal Development,Personal Development Conciliación,Coursera,1-4 Weeks,Free,https://www.coursera.org
Leading Oneself with Personal Excellence,Personal Development,Personal Development Excellence,Coursera,1-3 Months,Free,https://www.coursera.org
信息社会的机遇和挑战,Personal Development,Personal Development 信息社会的机遇和挑战,Coursera,1-4 Weeks,Free,https://www.coursera.org
Personality in Action: Science to Shape Your Life,Personal Development,Personal Development Life,Coursera,1-3 Months,Free,https://www.coursera.org
Initiating a Research Project,Personal Development,Personal Development Project,Coursera,1-4 Weeks,Free,https://www.coursera.org
Storying the Self: (Re)Claiming our Voices,Personal Development,Personal Development Voices,Coursera,1-4 Weeks,Free,https://www.coursera.org
Attaining Higher Education,Personal Development,Personal Development Education,Coursera,1-4 Weeks,Free,https://www.coursera.org
Leading with Power Skills: Working with Personality Types,Personal Development,Personal Development Types,Coursera,1-3 Months,Free,https://www.coursera.org
Strengthening Real World Relevance in the Classroom,Personal Development,Personal Development Classroom,Coursera,1-3 Months,Free,https://www.coursera.org
Personal & Professional Development: Digital Norms for Teams,Personal Development,Personal Development Teams,Coursera,1-3 Months,Free,https://www.coursera.org
Overcoming  Challenges in Self and Society,Personal Development,Personal Development Society,Coursera,1-3 Months,Free,https://www.coursera.org
"Modern Meditation: Discover Your Potential, Power & Purpose",Personal Development,Personal Development Purpose,Coursera,1-4 Weeks,Free,https://www.coursera.org
A Guide to Diversifying and Transforming Football Leadership,Personal Development,Personal Development Leadership,Coursera,1-3 Months,Free,https://www.coursera.org
SMART Goals And Beyond: Goal Setting Using Latest Research,Personal Development,Personal Development Research,Coursera,1-4 Weeks,Free,https://www.coursera.org
Mindful Digital Art: 5 Prompts for Self Development,Personal Development,Personal Development Development,Coursera,1-3 Months,Free,https://www.coursera.org
Life Coach Certification,Personal Development,Personal Development Certification,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Fandom, Social Media, and Authenticity in the Digital Age",Personal Development,Personal Development Age,Coursera,1-4 Weeks,Free,https://www.coursera.org
إتقان فن الإيجاز في الحديث | Mastering The Art of Briefing,Personal Development,Personal Development Briefing,Coursera,1-4 Weeks,Free,https://www.coursera.org
Strategic Career Self-Management,Personal Development,Personal Development Self-Management,Coursera,1-3 Months,Free,https://www.coursera.org
Learn English: Beginning Grammar,Language,Language Grammar,Coursera,1-3 Months,Free,https://www.coursera.org
First Step Korean,Language,Language Korean,Coursera,1-3 Months,Free,https://www.coursera.org
Learn Spanish: Basic Spanish Vocabulary,Language,Language Vocabulary,Coursera,1-4 Weeks,Free,https://www.coursera.org
English Language Skills A2-B1 CEFR: Low-Intermediate,Language,Language Low-Intermediate,Coursera,1-4 Weeks,Free,https://www.coursera.org
Miracles of Human Language: An Introduction to Linguistics,Language,Language Linguistics,Coursera,1-4 Weeks,Free,https://www.coursera.org
English Language Skills A1-A2 CEFR: Beginner,Language,Language Beginner,Coursera,1-4 Weeks,Free,https://www.coursera.org
Introduction to Large Language Models,Language,Language Models,Coursera,1-4 Weeks,Free,https://www.coursera.org
Natural Language Processing,Language,Language Processing,Coursera,1-3 Months,Free,https://www.coursera.org
A Bridge to the World: Korean Language for Beginners Ⅰ,Language,Language Ⅰ,Coursera,1-3 Months,Free,https://www.coursera.org
English Advanced C1,Language,Language C1,Coursera,1-4 Weeks,Free,https://www.coursera.org
Arabic for Beginners: Communicating in Arabic Culture,Language,Language Culture,Coursera,1-4 Weeks,Free,https://www.coursera.org
Large Language Model Operations (LLMOps),Language,Language (LLMOps),Coursera,1-4 Weeks,Free,https://www.coursera.org
Body Language for Effective Leadership Communication,Language,Language Communication,Coursera,1-3 Months,Free,https://www.coursera.org
"Comprendre la France, Advanced French Language & Culture",Language,Language Culture,Coursera,1-3 Months,Free,https://www.coursera.org
English Language Skills B1-B2 CEFR: Intermediate,Language,Language Intermediate,Coursera,1-4 Weeks,Free,https://www.coursera.org
A Bridge to the World: Korean Language for Intermediate1,Language,Language Intermediate1,Coursera,1-4 Weeks,Free,https://www.coursera.org
Finetuning Large Language Models,Language,Language Models,Coursera,1-4 Weeks,Free,https://www.coursera.org
Introduction to Programming with C Language,Language,Language Language,Coursera,1-4 Weeks,Free,https://www.coursera.org
Learn to Speak Korean 1,Language,Language 1,Coursera,1-3 Months,Free,https://www.coursera.org
"Teach English Now! Second Language Listening, Speaking, and Pronunciation",Language,Language Pronunciation,Coursera,1-4 Weeks,Free,https://www.coursera.org
Fundamentals of Natural Language Processing,Language,Language Processing,Coursera,1-4 Weeks,Free,https://www.coursera.org
Introduction to Structured Query Language (SQL),Language,Language (SQL),Coursera,1-4 Weeks,Free,https://www.coursera.org
لغة الجسد | Body Language,Language,Language Language,Coursera,1-4 Weeks,Free,https://www.coursera.org
Lesson | Small Talk & Conversational Vocabulary,Language,Language Vocabulary,Coursera,1-4 Weeks,Free,https://www.coursera.org
American Deaf Culture,Language,Language Culture,Coursera,1-3 Months,Free,https://www.coursera.org
Lesson | Telephone Language,Language,Language Language,Coursera,1-3 Months,Free,https://www.coursera.org
Teach English Now! Teaching Language Online,Language,Language Online,Coursera,1-3 Months,Free,https://www.coursera.org
Becoming a Language Friendly Teacher,Language,Language Teacher,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Large Language Models - Italiano,Language,Language Italiano,Coursera,1-3 Months,Free,https://www.coursera.org
Pair Programming with a Large Language Model,Language,Language Model,Coursera,1-4 Weeks,Free,https://www.coursera.org
Blended Language Learning: Design and Practice for Teachers,Language,Language Teachers,Coursera,1-4 Weeks,Free,https://www.coursera.org
Body Language Non-Verbal Communication for Leaders,Language,Language Leaders,Coursera,1-3 Months,Free,https://www.coursera.org
Natural Language Processing with Real-World Projects,Language,Language Projects,Coursera,1-3 Months,Free,https://www.coursera.org
"Tokens to Deployment: NLP, Language Models, & Production API",Language,Language API,Coursera,1-4 Weeks,Free,https://www.coursera.org
Generative AI and Large Language Models,Language,Language Models,Coursera,1-3 Months,Free,https://www.coursera.org
Evaluate Language Models: Metrics for Success,Language,Language Success,Coursera,1-3 Months,Free,https://www.coursera.org
Generative AI with Large Language Models,Language,Language Models,Coursera,1-4 Weeks,Free,https://www.coursera.org
A Bridge to the World: Korean Language for Advanced Ⅰ,Language,Language Ⅰ,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Scientific Research: Body Language, Non-Verbal Communication",Language,Language Communication,Coursera,1-4 Weeks,Free,https://www.coursera.org
Large Language Models,Language,Language Models,Coursera,1-3 Months,Free,https://www.coursera.org
Natural Language Processing Essentials,Language,Language Essentials,Coursera,1-3 Months,Free,https://www.coursera.org
