course_title,domain,sub_domain,level,duration,paid_free,price,url
Master Time Series Forecasting with R: Analyze & Predict,Data Science,Data Analysis,Beginner,1,Free,0,https://www.coursera.org/learn/master-time-series-forecasting-r-analyze-predict
Encryption and Cryptography Essentials,Information Technology,Security,Intermediate,1,Paid,4318.62,https://www.coursera.org/learn/encryption-and-cryptography-essentials
Handling Security Incidents Across Domains,Information Technology,Security,Intermediate,1,Paid,4650.12,https://www.coursera.org/learn/packt-handling-security-incidents-across-domains-2omvn
"Back-End Infrastructure: Servers, Secure APIs and Data",Information Technology,Networking,Beginner,1,Paid,3692.37,https://www.coursera.org/learn/back-end-infrastructure-servers-secure-apis-and-data
Training and Learning Programs for Volunteer Community Health Workers,Health,Public Health,Beginner,2,Paid,3792.57,https://www.coursera.org/learn/commhealthworkers
The Power of Object-Oriented Programming,Computer Science,Algorithms,Intermediate,1,Free,0,https://www.coursera.org/learn/the-power-of-object-oriented-programming
"Power Apps Development: Tips, Tricks & Best Practices",Information Technology,Data Management,Intermediate,1,Paid,4190.86,https://www.coursera.org/learn/packt-power-apps-development-tips-tricks-best-practices
R: Apply & Analyze K-Means Clustering for Unsupervised ML,Data Science,Machine Learning,Beginner,1,Paid,3462.74,https://www.coursera.org/learn/r-apply-analyze-k-means-clustering-unsupervised-ml
JavaScript for Dynamic Web Development,Computer Science,Mobile and Web Development,Beginner,1,Paid,3513.68,https://www.coursera.org/learn/packt-javascript-for-dynamic-web-development-wnupq
Data Storytelling for Engaging Presentations,Information Technology,Data Management,Beginner,1,Free,0,https://www.coursera.org/learn/data-storytelling-for-engaging-presentations
"Data Modeling, Transformation, and Serving",Information Technology,Cloud Computing,Intermediate,1,Paid,3819.29,https://www.coursera.org/learn/data-modeling-transformation-serving
Evaluate Vision Errors: Identify Failure Patterns,Information Technology,Data Management,Intermediate,1,Paid,3552.92,https://www.coursera.org/learn/evaluate-vision-errors-identify-failure-patterns
The Social and Technical Context of Health Informatics,Health,Health Informatics,Beginner,1,Paid,3278.21,https://www.coursera.org/learn/the-socio-technical-health-informatics-context
Chatbots,Information Technology,Cloud Computing,Intermediate,1,Paid,3651.46,https://www.coursera.org/learn/chatbots
Aerospace 3D Printing: Additive Manufacturing,Physical Science and Engineering,Mechanical Engineering,Advanced,1,Free,0,https://www.coursera.org/learn/aerospace-3d-printing-additive-manufacturing
Materials Data Sciences and Informatics,Physical Science and Engineering,Chemistry,Intermediate,1,Paid,3520.36,https://www.coursera.org/learn/material-informatics
Ethics in Engineering,Physical Science and Engineering,Electrical Engineering,Beginner,1,Paid,2987.63,https://www.coursera.org/learn/ethics-in-engineering
Human Capital: Foundations and Essentials,Business,Business Strategy,Intermediate,1,Paid,4905.62,https://www.coursera.org/learn/human-capital-foundations-and-essentials
"GRC Fundamentals - Learn Governance, Risk, and Compliance",Business,Business Essentials,Intermediate,1,Paid,3552.09,https://www.coursera.org/learn/packt-grc-fundamentals-learn-governance-risk-and-compliance-mzusy
Software Design Methods and Tools,Computer Science,Software Development,Intermediate,1,Paid,4068.12,https://www.coursera.org/learn/software-design-methods-tools
Technical Communication Essentials,Business,Business Essentials,Beginner,1,Paid,2877.41,https://www.coursera.org/learn/technical-communication-essentials
Cybersecurity Awareness and Innovation,Information Technology,Security,Beginner,1,Paid,3825.14,https://www.coursera.org/learn/cybersecurity
Accounting Data Entry Speedily,Business,Finance,Beginner,1,Paid,3063.62,https://www.coursera.org/learn/accounting-data-entry-speedily
Create a Departure and Personal Statement for Interviews,Personal Development,Personal Development,Beginner,1,Paid,3365.05,https://www.coursera.org/learn/departure-personal-statement-interviews
Master in Microsoft Power BI Desktop and Service,Data Science,Data Analysis,Intermediate,1,Paid,4543.23,https://www.coursera.org/learn/packt-master-in-microsoft-power-bi-desktop-and-service-erlds
Experimental Methods in Systems Biology,Health,Research,Beginner,1,Paid,3743.3,https://www.coursera.org/learn/experimental-methods
"Player  Evaluation, Team Performance and Roster Management",Business,Leadership and Management,Beginner,1,Paid,2785.56,https://www.coursera.org/learn/player-evaluation-team-performance-and-roster-management
Algorithms and Complexity,Computer Science,Software Development,Intermediate,1,Paid,4582.48,https://www.coursera.org/learn/algorithms-and-complexity
Analyze and Apply Six Sigma and Lean Principles,Business,Leadership and Management,Beginner,1,Paid,2985.12,https://www.coursera.org/learn/analyze-and-apply-six-sigma-and-lean-principles
Applied No-Code AI for Business Processes,Data Science,Machine Learning,Beginner,1,Paid,2806.44,https://www.coursera.org/learn/applied-no-code-ai-for-business-processes
Building Applications with Spring Boot and MVC Architecture,Computer Science,Software Development,Beginner,1,Free,0,https://www.coursera.org/learn/foundations-of-spring-boot--mvc-architecture
"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Clinical Perspective)",Health,Health Informatics,Beginner,1,Paid,3613.04,https://www.coursera.org/learn/hi-five-clinical
Asymmetric Cryptography and Key Management,Computer Science,Computer Security and Networks,Intermediate,1,Paid,4617.55,https://www.coursera.org/learn/asymmetric-crypto
Advanced Guide to Adobe InDesign CC: Tables & Effects,Computer Science,Design and Product,Intermediate,1,Free,0,https://www.coursera.org/learn/advanced-guide-to-adobe-indesign-cc-tables--effects
Central Banks and Monetary Policy,Business,Business Essentials,Intermediate,1,Paid,3610.54,https://www.coursera.org/learn/central-banks-monetary-policies
Inventory Management,Business,Finance,Intermediate,1,Paid,4706.06,https://www.coursera.org/learn/inventory-management-in-tally
How to Create an Instagram Business Account,Business,Leadership and Management,Beginner,1,Paid,3564.62,https://www.coursera.org/learn/how-create-instagram-business-account
Learn GitHub Flavored Markdown,Information Technology,Data Management,Beginner,1,Paid,3347.52,https://www.coursera.org/learn/packt-learn-github-flavored-markdown-apxgp
Dataflow: Qwik Start - Templates,Information Technology,Data Management,Beginner,1,Paid,3601.36,https://www.coursera.org/learn/googlecloud-dataflow-qwik-start-templates-jvtzv
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,Business,Finance,Intermediate,1,Free,0,https://www.coursera.org/learn/investment-management
Machine Learning with Python: Build & Optimize,Data Science,Machine Learning,Beginner,1,Paid,3037.73,https://www.coursera.org/learn/machine-learning-python-build-optimize
ChatGPT Clone using React.js,Computer Science,Mobile and Web Development,Intermediate,1,Paid,4013.01,https://www.coursera.org/learn/packt-chatgpt-clone-using-react-js-feurm
Health Equity Research & Practice: Local & Global Lessons,Health,Health Informatics,Beginner,1,Paid,3037.73,https://www.coursera.org/learn/local-and-global-best-practices-in-health-equity-research
Linux Foundation Certified System Administrator (LFCS): Unit 2,Information Technology,Support and Operations,Intermediate,1,Paid,4627.57,https://www.coursera.org/learn/pearson-linux-foundation-certified-system-administrator-lfcs-complete-vide-us8uc
Bitcoin for Everyone,Business,Business Strategy,Beginner,1,Free,0,https://www.coursera.org/learn/bitcoin-for-everyone
Build a C# WinForms Exhibition Visitor Entry System,Computer Science,Software Development,Intermediate,1,Paid,4360.37,https://www.coursera.org/learn/build-csharp-winforms-exhibition-visitor-entry-system
HashiCorp Vault Foundations and Secrets Management,Information Technology,Security,Intermediate,1,Paid,3699.05,https://www.coursera.org/learn/packt-hashicorp-vault-foundations-and-secrets-management-hbxj3
Integrate Embeddings and Chroma,Data Science,Machine Learning,Intermediate,1,Paid,3524.54,https://www.coursera.org/learn/integrate-embeddings--chroma
Web and Mobile Testing with Selenium,Computer Science,Software Development,Intermediate,1,Free,0,https://www.coursera.org/learn/web-mobile-testing
Mastering Remote Work and Online Study in U.S. in the post-COVID Era,Social Sciences,Education,Beginner,1,Paid,2898.28,https://www.coursera.org/learn/e-learning
"Design, Build, & Publish your Portfolio with Figma & Framer",Computer Science,Design and Product,Beginner,1,Paid,3615.55,https://www.coursera.org/learn/design-build--publish-your-portfolio-with-figma--framer
Deploy & Optimize ML Services Confidently,Computer Science,Software Development,Intermediate,1,Paid,3850.18,https://www.coursera.org/learn/deploy--optimize-ml-services-confidently
Reinforcement Learning from Human Feedback,Computer Science,Software Development,Intermediate,1,Paid,3898.62,https://www.coursera.org/learn/reinforcement-learning-from-human-feedback-project
Certified Kubernetes Administrator (CKA): Unit 1,Information Technology,Cloud Computing,Intermediate,1,Paid,4056.43,https://www.coursera.org/learn/pearson-certified-kubernetes-administrator-cka-4th-edition-video-course-1-u78f0
"Cloud Native, Microservices, Containers, DevOps and Agile",Computer Science,Mobile and Web Development,Beginner,2,Paid,3441.87,https://www.coursera.org/learn/cloud-native-microservices-containers-devops-agile
Networking in Google Cloud: Hybrid and Multicloud - Português Brasileiro,Information Technology,Cloud Computing,Intermediate,1,Paid,3978.78,https://www.coursera.org/learn/networking-in-google-cloud-hybrid-and-multicloud-ptbr
Cybersecurity and Network Defense Fundamentals,Computer Science,Computer Security and Networks,Beginner,1,Paid,3259,https://www.coursera.org/learn/cybersecurity-network-defense-fundamentals
Jenkins Pipeline: Declarative and IaC approaches for DevOps,Information Technology,Cloud Computing,Intermediate,1,Paid,4663.48,https://www.coursera.org/learn/jenkins-pipeline-write-declarative-and-iac-devops
Decision Making and Ethical Reasoning,Business,Leadership and Management,Beginner,1,Free,0,https://www.coursera.org/learn/decision-making-ethical-reasoning
AWS Certified SysOps Administrator - Associate,Information Technology,Cloud Computing,Intermediate,1,Paid,4126.57,https://www.coursera.org/learn/packt-aws-certified-sysops-administrator-associate-zyeij
Introduction to Social Media Marketing,Business,Marketing,Beginner,1,Paid,3593.84,https://www.coursera.org/learn/social-media-marketing-introduction
Digital business - Grow on digital world,Business,Entrepreneurship,Beginner,1,Paid,3037.73,https://www.coursera.org/learn/grow-on-digital-world
Concurrency in Go,Computer Science,Software Development,Intermediate,1,Paid,4271.02,https://www.coursera.org/learn/golang-concurrency
Dynamic volume provisioning on GKE with Google Cloud NetApp Volumes,Computer Science,Software Development,Beginner,1,Paid,3299.92,https://www.coursera.org/learn/googlecloud-dynamic-volume-provisioning-on-gke-with-google-cloud-netapp-vo-3weox
Introduction to CNN Training,Data Science,Data Analysis,Beginner,1,Free,0,https://www.coursera.org/learn/introduction-to-cnn-training
"Origins - Formation of the Universe, Solar System, Earth and Life",Physical Science and Engineering,Physics and Astronomy,Beginner,1,Paid,3097.85,https://www.coursera.org/learn/origins-universe-solarsystem
"Create Embeddings, Vector Search, and RAG with BigQuery",Information Technology,Cloud Computing,Advanced,1,Paid,6062.94,https://www.coursera.org/learn/create-embeddings-vector-search-and-rag-with-bigquery
Co-Production in Adaptive Environmental Management,Business,Leadership and Management,Beginner,1,Paid,3467.76,https://www.coursera.org/learn/co-production-in-adaptive-environmental-management
"AWS: IoT, Machine Learning and Blockchain",Computer Science,Software Development,Intermediate,1,Free,0,https://www.coursera.org/learn/aws-iot-machine-learning-and-blockchain
Stability and Capability in Quality Improvement,Data Science,Probability and Statistics,Intermediate,1,Paid,4129.91,https://www.coursera.org/learn/stability-and-capability-in-quality-improvement
Design engaging Stories for Instagram and Facebook in Easil,Business,Marketing,Beginner,1,Free,0,https://www.coursera.org/learn/design-engaging-stories-instagram-facebook-easil
Building Multimodal Search and RAG,Computer Science,Algorithms,Intermediate,1,Free,0,https://www.coursera.org/learn/building-multimodal-search-and-rag
Practical Cybersecurity: Stay Safe Online,Information Technology,Security,Beginner,1,Paid,3840.16,https://www.coursera.org/learn/well-aware
Digital Case Method,Social Sciences,Education,Beginner,1,Paid,3296.58,https://www.coursera.org/learn/digital-case-method
Introduction to Contemporary Operating Systems and Hardware 1a,Information Technology,Support and Operations,Beginner,1,Paid,2976.78,https://www.coursera.org/learn/intro-to-os-and-hardware-1a
SwiftUI Animations iOS 16 - Animate Anything with SwiftUI,Computer Science,Mobile and Web Development,Beginner,1,Free,0,https://www.coursera.org/learn/packt-swiftui-animations-ios-16-animate-anything-with-swiftui-qdesb
Essentials of Palliative Care,Health,Patient Care,Beginner,2,Paid,4094,https://www.coursera.org/learn/essentials-of-palliative-care
Customer Segmentation and Analytics,Business,Business Strategy,Beginner,1,Paid,2829.82,https://www.coursera.org/learn/customer-segmentation-and-analytics
A+ Core 2 V15 - Pearson Cert Prep: Unit 3,Information Technology,Networking,Intermediate,1,Paid,4652.62,https://www.coursera.org/learn/pearson-comptia-a-core-2-v15-pearson-cert-prep-video-3-iuc51
Discover types of Facebook Ads and the best for you,Business,Marketing,Beginner,1,Paid,2841.5,https://www.coursera.org/learn/discover-types-of-facebook-ads-and-the-best-for-you
Security and Privacy for Big Data - Part 2,Information Technology,Data Management,Beginner,1,Free,0,https://www.coursera.org/learn/security-privacy-big-data-protection
Basics of Accounting for Assets,Business,Finance,Beginner,1,Free,0,https://www.coursera.org/learn/basics-of-accounting-for-assets
Generative AI for SEO: Be the #1 Answer in AI Search,Business,Marketing,Intermediate,1,Paid,4557.43,https://www.coursera.org/learn/generative-ai-for-seo-be-the-1-answer-in-ai-search
Cloud Deployment and Scaling with ASP.NET Core,Information Technology,Cloud Computing,Intermediate,1,Paid,4478.94,https://www.coursera.org/learn/cloud-deployment-and-scaling-with-asp-net-core
Mastering Vim: Efficient Editing & Vimscript for Developers,Computer Science,Software Development,Intermediate,1,Free,0,https://www.coursera.org/learn/packt-mastering-vim-efficient-editing-vimscript-for-developers
A quick tour on Big Data and Business Intelligence,Physical Science and Engineering,Mechanical Engineering,Beginner,1,Paid,2947.55,https://www.coursera.org/learn/big-data-business-intelligence
Introduction to Ethereum Blockchain,Computer Science,Computer Security and Networks,Beginner,1,Paid,3141.27,https://www.coursera.org/learn/building-dapps-in-ethereum-blockchain
SwiftUI Covid19 Statistics Tracker with REST API & Swift 5,Computer Science,Mobile and Web Development,Beginner,1,Paid,3140.44,https://www.coursera.org/learn/packt-swiftui-covid19-statistics-tracker-with-rest-api-and-swift-5-xjvji
Supervised Machine Learning: Regression,Data Science,Machine Learning,Intermediate,1,Free,0,https://www.coursera.org/learn/supervised-machine-learning-regression
Create a Writing Rubric with Microsoft Word,Business,Business Essentials,Beginner,1,Free,0,https://www.coursera.org/learn/create-writing-rubric-microsoft-word
Business Value Creation,Business,Finance,Beginner,1,Paid,2845.68,https://www.coursera.org/learn/business-value-creation
Renewable Energy Technology Fundamentals,Physical Science and Engineering,Environmental Science and Sustainability,Beginner,1,Paid,3483.62,https://www.coursera.org/learn/renewable-energy-technology-fundamentals
Evaluating Candidates and Managing the Offer Process,Business,Business Essentials,Beginner,1,Paid,3801.76,https://www.coursera.org/learn/airs-evaluating-candidates-and-managing-the-offer-process
DevOps and AI on AWS: Upgrading Apps with Generative AI,Information Technology,Cloud Computing,Beginner,1,Paid,3789.23,https://www.coursera.org/learn/upgrading-apps-generative-ai
Data intelligence for businesses and managers,Data Science,Data Analysis,Beginner,1,Paid,3061.94,https://www.coursera.org/learn/data-intelligence-imtbs
"Email Marketing: Automate, Convert & Scale Revenue",Business,Marketing,Beginner,1,Paid,3363.38,https://www.coursera.org/learn/email-marketing-training-course
Introduction to Management Consulting,Business,Business Strategy,Beginner,1,Paid,3046.92,https://www.coursera.org/learn/introduction-to-management-consulting
"Advanced Power Platform: Connectors, Components & Automation",Information Technology,Cloud Computing,Intermediate,1,Free,0,https://www.coursera.org/learn/advanced-power-platform-connectors-components-automation
Build and Market Your Creative Business Using Adobe Tools,Business,Entrepreneurship,Beginner,1,Paid,3762.51,https://www.coursera.org/learn/build-and-grow-your-creative-business-using-adobe-tools
Programming with Cloud IoT Platforms,Information Technology,Networking,Beginner,1,Free,0,https://www.coursera.org/learn/cloud-iot-platform
AppDynamics Monitoring,Information Technology,Cloud Computing,Beginner,1,Paid,3108.7,https://www.coursera.org/learn/appdynamics-monitoring
Interpretable Machine Learning Applications: Part 1,Data Science,Machine Learning,Beginner,1,Paid,3171.33,https://www.coursera.org/learn/interpretable-machine-learning-applications-part-1
Encoder-Decoder Architecture - Italiano,Information Technology,Cloud Computing,Advanced,1,Paid,6017.01,https://www.coursera.org/learn/encoder-decoder-architecture-it
Deep Learning with PyTorch : GradCAM,Data Science,Machine Learning,Intermediate,1,Paid,3573.8,https://www.coursera.org/learn/deep-learning-with-pytorch-gradcam
"Defining, Describing, and Visualizing Data",Data Science,Data Analysis,Beginner,1,Paid,3157.97,https://www.coursera.org/learn/defining-describing-and-visualizing-data
Accounting: Balance Ledgers & Adjust Entries,Business,Finance,Beginner,1,Free,0,https://www.coursera.org/learn/accounting-balance-ledgers--adjust-entries
Generative AI for Cloud Solutions,Information Technology,Cloud Computing,Intermediate,1,Paid,4056.43,https://www.coursera.org/learn/packt-generative-ai-for-cloud-solutions
Security & Ethical Hacking: Attacking Web and AI Systems,Computer Science,Computer Security and Networks,Advanced,1,Paid,7778.86,https://www.coursera.org/learn/security-and-ethical-hacking-attacking-web-and-ai-systems
Agentic AI Content for Practitioners: Marketing,Data Science,Machine Learning,Intermediate,1,Paid,4724.43,https://www.coursera.org/learn/agentic-ai-content-for-practitioners-teams-marketing
Knowledge Graphs for RAG,Data Science,Machine Learning,Intermediate,1,Free,0,https://www.coursera.org/learn/knowledge-graphs-rag
How to Tune Our Emotions: Seongho's New Proposal 2,Arts and Humanities,Philosophy,Advanced,2,Paid,8246.46,https://www.coursera.org/learn/how-to-tune-our-emotions-seonghos-new-proposal-2
Systems Science and Obesity,Health,Public Health,Beginner,1,Paid,2957.57,https://www.coursera.org/learn/systems-science-obesity
Leading with Power Skills: Building Self-Awareness in Teams,Personal Development,Personal Development,Beginner,1,Paid,3851.86,https://www.coursera.org/learn/leading-with-power-skills-building-self-awareness-in-teams
Applying Systems Engineering to the Design Process,Business,Leadership and Management,Beginner,1,Paid,3784.22,https://www.coursera.org/learn/applying-systems-engineering-to-the-design-process
Employment Law for Managers,Business,Leadership and Management,Beginner,1,Paid,3717.42,https://www.coursera.org/learn/employment-law-for-managers
Data Visualization and Modeling in Python,Data Science,Data Analysis,Intermediate,1,Free,0,https://www.coursera.org/learn/python-data-modeling
Professional Skills: Giving Feedback,Business,Business Essentials,Beginner,1,Free,0,https://www.coursera.org/learn/giving-feedback
Foundations of Leadership and Management,Business,Leadership and Management,Beginner,1,Paid,3482.78,https://www.coursera.org/learn/foundations-of-leadership-and-management
Digitizing Population Health in Low-Resource Settings,Health,Health Informatics,Beginner,1,Paid,2786.4,https://www.coursera.org/learn/global-digital-health
Major Depression in the Population: A Public Health Approach,Health,Public Health,Beginner,2,Paid,3292.4,https://www.coursera.org/learn/public-health-depression
Building Web Applications in Django,Computer Science,Mobile and Web Development,Intermediate,1,Paid,4441.36,https://www.coursera.org/learn/django-build-web-apps
Create a Dark Moody Atmospheric 2D Game with Unity and C#,Computer Science,Mobile and Web Development,Beginner,1,Paid,3749.98,https://www.coursera.org/learn/packt-create-a-dark-moody-atmospheric-2d-game-with-unity-and-c-2qqm9
How to Plan a Content Calendar using Trello,Business,Leadership and Management,Intermediate,1,Paid,4206.73,https://www.coursera.org/learn/how-plan-content-calendar-trello
Professional Responsibility and Ethics for Accountants,Business,Leadership and Management,Beginner,1,Paid,3321.63,https://www.coursera.org/learn/ethics
Apply Protocol-Oriented Programming in Swift Applications,Computer Science,Software Development,Beginner,1,Paid,2902.46,https://www.coursera.org/learn/apply-protocol-oriented-programming-swift-applications
Automated Report Generation with Generative AI,Data Science,Data Analysis,Beginner,1,Paid,3190.54,https://www.coursera.org/learn/automated-report-generation-with-generative-ai
FortiAnalyzer Administrator,Computer Science,Computer Security and Networks,Intermediate,1,Paid,4903.12,https://www.coursera.org/learn/fortianalyzer-administrator
Microsoft Office Excel 2021-2024: Part 3,Business,Business Essentials,Beginner,1,Paid,3589.66,https://www.coursera.org/learn/microsoft-excel-2021-2024-lo091165
Practical AI and prompting for HR professionals,Business,Business Strategy,Intermediate,1,Free,0,https://www.coursera.org/learn/practical-ai-and-prompting-for-hr-professionals
AI-Guided Stress Reduction & Analysis,Health,Psychology,Beginner,1,Paid,3891.1,https://www.coursera.org/learn/ai-guided-stress-reduction--analysis
General Biology,Health,Basic Science,Beginner,1,Free,0,https://www.coursera.org/learn/general-biology-odc
Foundations of Complex Sales Success,Business,Business Essentials,Intermediate,1,Paid,3588.83,https://www.coursera.org/learn/foundations-of-complex-sales-success
Generative AI Tools for Modern Software Engineering,Data Science,Machine Learning,Intermediate,1,Paid,4746.14,https://www.coursera.org/learn/generative-ai-tools-for-modern-software-engineering
Create Facebook Graphics in Visme,Business,Marketing,Beginner,1,Paid,3238.96,https://www.coursera.org/learn/create-facebook-graphics-visme
Assurance Guidance and Standards,Business,Finance,Intermediate,1,Free,0,https://www.coursera.org/learn/assurance-guidance-and-standards
Hands-on AWS Auto Scaling Labs: Essential Lab Exercises,Information Technology,Cloud Computing,Intermediate,1,Paid,4570.79,https://www.coursera.org/learn/pearson-hands-on-aws-auto-scaling-labs-essential-lab-exercises-video-cours-d00e4
Generalized Linear Models and Nonparametric Regression,Data Science,Probability and Statistics,Intermediate,1,Paid,4752.82,https://www.coursera.org/learn/generalized-linear-models-and-nonparametric-regression
Introduction to AWS Elemental MediaConnect - v.02.00.01,Information Technology,Cloud Computing,Beginner,1,Paid,3166.32,https://www.coursera.org/learn/aws-introduction-to-aws-elemental-mediaconnect
SQL CASE Statements,Data Science,Data Analysis,Advanced,1,Paid,6622.38,https://www.coursera.org/learn/sql-case-statements
Reaching Vulnerable Groups through Pandemic Policy,Social Sciences,Governance and Society,Beginner,1,Paid,3664.82,https://www.coursera.org/learn/reaching-vulnerable-groups-through-pandemic-policy
Analyze & Visualize Data Using Advanced Excel,Data Science,Data Analysis,Beginner,1,Paid,3419.32,https://www.coursera.org/learn/analyze-visualize-data-using-advanced-excel
Richard Schechner's Introduction to Performance Studies,Arts and Humanities,Music and Art,Beginner,1,Paid,3865.22,https://www.coursera.org/learn/richard-schechners-introduction-to-performance-studies
Advertising in the Age of Generative AI,Business,Marketing,Beginner,1,Paid,3000.99,https://www.coursera.org/learn/advertising-in-the-age-of-generative-ai
Software Development with ChatGPT: Generating Code with AI,Data Science,Data Analysis,Intermediate,1,Free,0,https://www.coursera.org/learn/software-development-chatgpt-generating-code-ai
Unify Multimodal Data with Automated ETL,Data Science,Data Analysis,Intermediate,1,Paid,4119.89,https://www.coursera.org/learn/unify-multimodal-data-with-automated-etl
How to Set Up a Facebook Ads Campaign,Business,Marketing,Intermediate,1,Paid,3866.88,https://www.coursera.org/learn/how-to-set-up-a-facebook-ads-campaign
Making the Case for Robotic Process Automation,Information Technology,Data Management,Beginner,1,Paid,3486.12,https://www.coursera.org/learn/robotic-process-automation
Promoting Accessible Workplaces with Assistive Technology,Information Technology,Support and Operations,Beginner,1,Paid,3906.96,https://www.coursera.org/learn/promoting-accessible-workplaces-with-assistive-technology
Customer-Centric IT Strategy,Business,Business Essentials,Beginner,1,Paid,3903.62,https://www.coursera.org/learn/uva-darden-customer-centric-it-strategy
Build Practical Ruby Projects Using Core Programming Skills,Computer Science,Software Development,Beginner,1,Free,0,https://www.coursera.org/learn/build-practical-ruby-projects-using-core-programming-skills
Alternative Approaches to Valuation and Investment,Business,Finance,Beginner,1,Free,0,https://www.coursera.org/learn/valuation
Create An AI Agent With Replit That Automates Your Sales,Business,Marketing,Beginner,1,Paid,2834.82,https://www.coursera.org/learn/ai-agent
Climate Resilience and Urban Sustainability,Physical Science and Engineering,Environmental Science and Sustainability,Beginner,1,Paid,3804.26,https://www.coursera.org/learn/climate-resilience-and-urban-sustainability
Apply Sqoop for HR Data Analytics Projects,Information Technology,Data Management,Beginner,1,Paid,3899.45,https://www.coursera.org/learn/apply-sqoop-for-hr-data-analytics-projects
Developing Data Models with LookML,Data Science,Data Analysis,Intermediate,1,Paid,3638.93,https://www.coursera.org/learn/developing-data-models-with-lookml
Selenium WebDriver Advanced - Complete Framework,Computer Science,Software Development,Advanced,1,Paid,7176.82,https://www.coursera.org/learn/packt-selenium-webdriver-advanced-complete-framework-pio0y
The Power of the Agile Business Analyst,Business,Business Strategy,Intermediate,1,Paid,3906.96,https://www.coursera.org/learn/packt-the-power-of-the-agile-business-analyst
Process Map Data using C++ Adjacency List Shortest Path,Computer Science,Software Development,Intermediate,1,Paid,4405.46,https://www.coursera.org/learn/process-map-data-using-cpp-adjacency-list-shortest-path
E-commerce Marketing and Email Campaigns,Business,Marketing,Beginner,1,Paid,3350.86,https://www.coursera.org/learn/e-commerce-marketing-and-email-campaigns
Perform basic data analysis tasks using Java streams,Computer Science,Software Development,Intermediate,1,Free,0,https://www.coursera.org/learn/basic-data-analysis-java-streams
Nestlé's Introduction to Marketing - with Abigail Laursen,Business,Marketing,Beginner,1,Free,0,https://www.coursera.org/learn/introduction-to-marketing-with-nestle
"Data Extract, Transform, and Load in Power BI",Data Science,Data Analysis,Beginner,1,Paid,2809.78,https://www.coursera.org/learn/data-extract-transform-and-load-in-power-bi
Improve your productivity and performance with Canva,Business,Business Essentials,Intermediate,1,Paid,3682.35,https://www.coursera.org/learn/improve-productivity-performance-canva
Analytics as a Service for Data Sharing Partners,Information Technology,Cloud Computing,Beginner,1,Free,0,https://www.coursera.org/learn/googlecloud-analytics-as-a-service-for-data-sharing-partners-tek4n
Web Application Security Testing with OWASP ZAP,Computer Science,Computer Security and Networks,Intermediate,1,Paid,4073.96,https://www.coursera.org/learn/web-application-security-testing-with-owsap-zap
YOLO-NAS + v8 Full-Stack Computer Vision Course,Computer Science,Software Development,Intermediate,1,Paid,4675.16,https://www.coursera.org/learn/packt-yolo-nas-v8-full-stack-computer-vision-course-3r5ko
Working Effectively with Stakeholders,Business,Leadership and Management,Beginner,1,Paid,2905.8,https://www.coursera.org/learn/google-working-effectively-with-stakeholders
Additive Manufacturing,Business,Business Strategy,Beginner,1,Free,0,https://www.coursera.org/learn/additive-manufacturing-3d-printing
Introduction to Clinical Data Science,Data Science,Data Analysis,Intermediate,1,Paid,4709.4,https://www.coursera.org/learn/introduction-clinical-data-science
Getting Started with Apache Cassandra,Computer Science,Software Development,Beginner,1,Paid,3375.9,https://www.coursera.org/learn/getting-started--apache-cassandra
Understanding the Healthcare Ecosystem,Business,Leadership and Management,Beginner,1,Free,0,https://www.coursera.org/learn/understanding-healthcare-ecosystem
Create an A/B web page marketing test with Google Optimize,Business,Marketing,Beginner,1,Paid,3603.02,https://www.coursera.org/learn/create-an-a-b-web-page-and-marketing-test-with-google-optimize
Music Theory: Essentials of Music Theory for Modern Music,Arts and Humanities,Music and Art,Beginner,1,Free,0,https://www.coursera.org/learn/music-theory-essentials-of-music-theory-for-modern-music
Generative AI in Project Planning Training,Computer Science,Mobile and Web Development,Beginner,1,Free,0,https://www.coursera.org/learn/generative-ai-in-project-planning-training
Roles and Responsibilities of a Sales Representative,Business,Business Essentials,Beginner,1,Paid,3790.06,https://www.coursera.org/learn/roles-and-responsibilities-of-a-sales-representative
Real-Time Embedded Systems Theory and Analysis,Physical Science and Engineering,Electrical Engineering,Advanced,1,Paid,7689.52,https://www.coursera.org/learn/real-time-embedded-theory-analysis
Digitalisation in the Aerospace Industry,Physical Science and Engineering,Mechanical Engineering,Intermediate,1,Free,0,https://www.coursera.org/learn/industry
Build a C# .NET Rainfall Measurement System,Computer Science,Mobile and Web Development,Intermediate,1,Paid,3897.78,https://www.coursera.org/learn/build-csharp-dotnet-rainfall-measurement-system
Step into RPA,Computer Science,Software Development,Beginner,1,Paid,3114.55,https://www.coursera.org/learn/step-into-rpa
From Offer to Impact: Modern Onboarding,Business,Leadership and Management,Beginner,1,Paid,3391.77,https://www.coursera.org/learn/from-offer-to-impact-modern-onboarding
Global Strategy I: How The Global Economy Works,Business,Business Strategy,Beginner,1,Paid,3658.97,https://www.coursera.org/learn/global-strategy
Certified Cloud Security Professional (CCSP): Unit 1,Information Technology,Cloud Computing,Advanced,1,Paid,6450.38,https://www.coursera.org/learn/pearson-certified-cloud-security-professional-ccsp-complete-video-course-1-3ghx9
