course_title,domain,sub_domain,level,duration,paid_free,price,url
"Master Private Equity Basics: Analyze, Structure & Apply",Business,Leadership and Management,Beginner,1,Free,0,https://www.coursera.org/learn/master-private-equity-basics-analyze-structure-apply
Capstone Projects & Advanced Challenges,Computer Science,Software Development,Intermediate,1,Paid,3755,https://www.coursera.org/learn/packt-capstone-projects-and-advanced-challenges-anj2w
Essentials of Global Health,Health,Public Health,Beginner,1,Free,0,https://www.coursera.org/learn/essentials-global-health
How To Make A Movie Pitch Deck To Finance Your Film Idea,Arts and Humanities,Music and Art,Beginner,1,Free,0,https://www.coursera.org/learn/how-to-make-a-movie-pitch-deck-to-finance-your-film-idea
Integrate AI Insights,Information Technology,Support and Operations,Intermediate,1,Free,0,https://www.coursera.org/learn/integrate-ai-insights
Architect Multimodal AI Solutions End-to-End,Information Technology,Cloud Computing,Intermediate,1,Paid,4716.92,https://www.coursera.org/learn/architect-multimodal-ai-solutions-end-to-end
Build a free website with WordPress,Information Technology,Support and Operations,Intermediate,1,Free,0,https://www.coursera.org/learn/build-free-website-wordpress
How To Create a Website in a Weekend! (Project-Centered Course),Computer Science,Mobile and Web Development,Beginner,1,Paid,2926.68,https://www.coursera.org/learn/how-to-create-a-website
Facebook Content Creation Essentials,Business,Marketing,Beginner,1,Free,0,https://www.coursera.org/learn/facebook-content-creation-essentials
New Fermentation Markets and How They Scale,Physical Science and Engineering,Environmental Science and Sustainability,Beginner,1,Paid,3112.88,https://www.coursera.org/learn/new-fermentation-markets-and-how-they-scale
Analyze Financial Models: Scenarios and Sensitivity,Business,Finance,Intermediate,1,Paid,4179.18,https://www.coursera.org/learn/analyze-financial-models-scenarios--sensitivity
First Steps in Easil,Business,Marketing,Beginner,1,Paid,3340,https://www.coursera.org/learn/first-steps-easil
The Absolute Beginners Guide to Cyber Security - Part 4,Information Technology,Security,Beginner,1,Paid,2882.42,https://www.coursera.org/learn/packt-the-absolute-beginners-guide-to-cyber-security-part-4-xe1af
Introduction to Drug Hunting,Health,Research,Intermediate,1,Free,0,https://www.coursera.org/learn/introduction-to-drug-hunting
Presentation Skills with Story Telling,Business,Business Essentials,Intermediate,1,Paid,4421.32,https://www.coursera.org/learn/packt-presentation-skills-with-story-telling-zvn2k
"Master Bond Accounting: Analyze, Value & Apply IFRS",Business,Business Essentials,Beginner,1,Paid,3871.9,https://www.coursera.org/learn/master-bond-accounting-analyze-value-apply-ifrs
Write Your First Novel,Arts and Humanities,Music and Art,Beginner,6,Paid,4306.93,https://www.coursera.org/learn/write-your-first-novel
Change Leadership: Strategic Route Analysis with Miro,Business,Business Strategy,Intermediate,1,Paid,3610.54,https://www.coursera.org/learn/route-analysis-miro
Public Speaking with Canva,Business,Marketing,Intermediate,1,Paid,4410.47,https://www.coursera.org/learn/public-speaking-canva
Digital Information Literacy,Personal Development,Personal Development,Intermediate,1,Paid,4460.57,https://www.coursera.org/learn/digital-information-literacy
Cost Accounting: Decision Making,Business,Finance,Intermediate,1,Paid,4414.64,https://www.coursera.org/learn/cost-accounting-decision-making
Assessment for Learning,Social Sciences,Education,Beginner,1,Paid,3311.61,https://www.coursera.org/learn/assessmentforlearning
